ticket_id,customer_id,created_at,issue_type,subject,message,reported_severity,customer_mood,times_contacted_about_this
TICK-00420,CUST-0174,2026-03-05 12:50,slow_performance,The platform is very slow,"Hello again, Pages take around thirty seconds to load. Hoping for a quick reply.",Medium,annoyed,4
TICK-00421,CUST-0078,2026-05-24 19:50,how_to_question,How do I do this,This is unacceptable. I cannot work out where to change the account settings. We expect a reply today.,Medium,angry,3
TICK-00422,CUST-0099,2026-06-29 16:50,feature_request,Dark mode request,"Hi, Any chance of a dark theme, we work late most evenings. This is holding us up.",Low,annoyed,5
TICK-00423,CUST-0154,2026-03-18 21:50,compliance_request,Retention policy question,This is unacceptable. We need written confirmation of how long you keep our deleted records. We expect a reply today.,Medium,angry,5
TICK-00424,CUST-0095,2026-06-11 05:50,payment_failure,Checkout is broken,"Hi, Our customers reach the payment page and then get an error. This is holding us up.",High,annoyed,4
TICK-00425,CUST-0118,2026-05-10 07:50,api_failure,API timing out,"Hi, Requests hang for thirty seconds and then fail. This is holding us up.",Critical,annoyed,3
TICK-00426,CUST-0147,2026-06-23 22:50,slow_performance,Search is crawling,"Hi, Running a search takes almost a minute to return anything. Hoping for a quick reply.",Medium,annoyed,2
TICK-00427,CUST-0169,2026-04-18 03:50,password_reset,Reset email not arriving,"Good morning, I have requested a new password four times and nothing comes through. No rush, whenever you get a chance.",Low,calm,5
TICK-00428,CUST-0149,2026-03-17 05:50,how_to_question,How do I do this,We need this dealt with today. I cannot work out where to change the account settings. We are considering cancelling.,High,angry,2
TICK-00429,CUST-0027,2026-07-26 19:50,dashboard_bug,Numbers do not match,"Following up on this, The total on the dashboard is different to the total in the report. Please could someone look at this.",Medium,annoyed,6
TICK-00430,CUST-0161,2026-06-17 03:50,dashboard_bug,Numbers do not match,"Good morning, The total on the dashboard is different to the total in the report. Many thanks.",Low,calm,2
TICK-00431,CUST-0095,2026-03-04 08:50,security_incident,Unrecognised device on our account,"Hi, We can see a session we did not start and cannot end it. Please could someone look at this.",Medium,annoyed,5
TICK-00432,CUST-0084,2026-03-01 06:50,compliance_request,Data deletion request,This is unacceptable. We need a customer's personal data removed under GDPR. We expect a reply today.,Critical,angry,3
TICK-00433,CUST-0047,2026-07-16 01:50,system_outage,Everything is down,"Following up on this, None of us can reach the platform at all. Please could someone look at this.",Critical,annoyed,7
TICK-00434,CUST-0001,2026-03-16 04:50,account_lockout,Account suspended without warning,We need this dealt with today. We logged in this morning and the account is disabled. We expect a reply today.,Low,angry,1
TICK-00435,CUST-0010,2026-04-14 11:50,login_failure,Team cannot log in,We need this dealt with today. Four of my colleagues are getting an invalid credentials message. We are considering cancelling.,Medium,angry,3
TICK-00436,CUST-0066,2026-06-10 06:50,dashboard_bug,Chart will not load,"Good morning, One panel stays blank no matter how many times I refresh. No rush, whenever you get a chance.",Medium,calm,2
TICK-00437,CUST-0098,2026-03-29 04:50,data_loss,Our records have disappeared,"Good morning, About three weeks of entries are missing from our workspace. Many thanks.",Critical,calm,2
TICK-00438,CUST-0057,2026-07-13 10:50,billing_error,Double charged this month,We need this dealt with today. We have two identical charges on the same date. Please escalate this immediately.,High,angry,4
TICK-00439,CUST-0047,2026-07-02 11:50,api_failure,API timing out,This is unacceptable. Requests hang for thirty seconds and then fail. We expect a reply today.,Critical,angry,8
TICK-00440,CUST-0095,2026-03-08 01:50,dashboard_bug,Dashboard display problem,This is unacceptable. One of the charts is showing the wrong labels. Please escalate this immediately.,Low,angry,6
TICK-00441,CUST-0079,2026-07-26 10:50,billing_error,Charged the wrong amount,"Hello, The invoice does not match the plan we are on. Thanks for your help.",Critical,calm,2
TICK-00442,CUST-0174,2026-03-22 23:50,password_reset,New password not accepted,"Hi, I changed my password and now the new one is rejected. This is holding us up.",Low,annoyed,5
TICK-00443,CUST-0196,2026-03-23 18:50,slow_performance,Slow since the update,"Hi there, Everything has been sluggish since the change you made last week. Thanks for your help.",Low,calm,3
TICK-00444,CUST-0068,2026-08-02 22:50,data_export_failure,Cannot download report,"Good morning, The export button spins for a while and then nothing happens. Many thanks.",High,calm,1
TICK-00445,CUST-0185,2026-06-23 13:50,login_failure,Cannot sign in,"Following up on this, The login page rejects our details even after a reset. This is holding us up.",Medium,annoyed,3
TICK-00446,CUST-0138,2026-03-19 21:50,how_to_question,How do I do this,"Hello, I cannot work out where to change the account settings. No rush, whenever you get a chance.",Low,calm,1
TICK-00447,CUST-0009,2026-03-01 02:50,login_failure,Sign in loop,This is now the third time I am writing. It accepts my password then sends me straight back to the login screen. Please escalate this immediately.,Low,angry,3
TICK-00448,CUST-0100,2026-05-26 07:50,payment_failure,Card declined for everyone,"Hi, Every transaction today has been rejected, including test cards. This is holding us up.",Critical,annoyed,1
TICK-00449,CUST-0159,2026-03-21 13:50,login_failure,Sign in loop,"Following up on this, It accepts my password then sends me straight back to the login screen. Please could someone look at this.",Medium,annoyed,5
TICK-00450,CUST-0010,2026-03-29 00:50,account_lockout,Locked out of our account,"Hi, We have been shut out and cannot get back in. Hoping for a quick reply.",Medium,annoyed,4
TICK-00451,CUST-0069,2026-07-28 05:50,billing_error,Charged the wrong amount,This is now the third time I am writing. The invoice does not match the plan we are on. We are considering cancelling.,Critical,angry,3
TICK-00452,CUST-0025,2026-04-10 04:50,dashboard_bug,Chart will not load,This is unacceptable. One panel stays blank no matter how many times I refresh. We expect a reply today.,Medium,angry,3
TICK-00453,CUST-0011,2026-04-19 23:50,notification_failure,Alerts stopped,This is now the third time I am writing. We used to get a notification for every new entry and they have gone quiet. We are considering cancelling.,Critical,angry,5
TICK-00454,CUST-0195,2026-07-05 23:50,how_to_question,Question about permissions,We need this dealt with today. How do I give a colleague access without making them an admin. We expect a reply today.,Low,angry,2
TICK-00455,CUST-0034,2026-02-27 01:50,account_lockout,Locked out of our account,"Good morning, We have been shut out and cannot get back in. No rush, whenever you get a chance.",High,calm,3
TICK-00456,CUST-0048,2026-02-16 19:50,system_outage,Total outage,"Following up on this, The site has been returning an error page for the last forty minutes. This is holding us up.",Critical,annoyed,2
TICK-00457,CUST-0164,2026-07-06 09:50,login_failure,Team cannot log in,This is now the third time I am writing. Four of my colleagues are getting an invalid credentials message. We are considering cancelling.,Critical,angry,4
TICK-00458,CUST-0157,2026-06-15 17:50,account_lockout,Locked out of our account,We need this dealt with today. We have been shut out and cannot get back in. Please escalate this immediately.,Critical,angry,3
TICK-00459,CUST-0142,2026-05-27 22:50,data_export_failure,Cannot download report,"Hi, The export button spins for a while and then nothing happens. Hoping for a quick reply.",Critical,annoyed,3
TICK-00460,CUST-0187,2026-06-11 22:50,login_failure,Sign in loop,"Following up on this, It accepts my password then sends me straight back to the login screen. This is holding us up.",Medium,annoyed,6
TICK-00461,CUST-0006,2026-05-15 16:50,payment_failure,Payments are not going through,"Hi, Card charges keep failing at the final step. Please could someone look at this.",Medium,annoyed,1
TICK-00462,CUST-0145,2026-05-15 17:50,password_reset,Password reset needed,"Hi, The reset link never arrives in my inbox. This is holding us up.",Medium,annoyed,2
TICK-00463,CUST-0007,2026-07-07 16:50,data_export_failure,Cannot download report,"Following up on this, The export button spins for a while and then nothing happens. This is holding us up.",Critical,annoyed,2
TICK-00464,CUST-0022,2026-03-22 21:50,password_reset,New password not accepted,"Hi, I changed my password and now the new one is rejected. This is holding us up.",Low,annoyed,4
TICK-00465,CUST-0095,2026-04-27 17:50,password_reset,Password reset needed,We need this dealt with today. The reset link never arrives in my inbox. We are considering cancelling.,High,angry,7
TICK-00466,CUST-0024,2026-03-26 17:50,api_failure,API timing out,This is unacceptable. Requests hang for thirty seconds and then fail. We expect a reply today.,High,angry,3
TICK-00467,CUST-0099,2026-07-16 06:50,payment_failure,Card declined for everyone,"This is now the third time I am writing. Every transaction today has been rejected, including test cards. We expect a reply today.",High,angry,6
TICK-00468,CUST-0200,2026-05-30 09:50,how_to_question,Question about permissions,"Hi, How do I give a colleague access without making them an admin. Please could someone look at this.",Low,annoyed,4
TICK-00469,CUST-0170,2026-05-23 09:50,notification_failure,Alerts stopped,This is now the third time I am writing. We used to get a notification for every new entry and they have gone quiet. We are considering cancelling.,Medium,angry,6
TICK-00470,CUST-0077,2026-06-22 19:50,slow_performance,The platform is very slow,"Hello again, Pages take around thirty seconds to load. Please could someone look at this.",Medium,annoyed,2
TICK-00471,CUST-0142,2026-07-14 15:50,dashboard_bug,Numbers do not match,This is now the third time I am writing. The total on the dashboard is different to the total in the report. Please escalate this immediately.,Medium,angry,4
TICK-00472,CUST-0144,2026-06-19 18:50,notification_failure,Notifications arriving late,This is unacceptable. Alerts turn up about six hours after the thing happened. Please escalate this immediately.,High,angry,4
TICK-00473,CUST-0139,2026-08-03 23:50,payment_failure,Payments are not going through,"Good morning, Card charges keep failing at the final step. Thanks for your help.",Medium,calm,2
TICK-00474,CUST-0080,2026-04-15 13:50,security_incident,Suspicious activity on our account,"Hello again, There are logins from a country none of our staff are in. Hoping for a quick reply.",High,annoyed,4
TICK-00475,CUST-0123,2026-07-14 04:50,notification_failure,Alerts stopped,"Hello, We used to get a notification for every new entry and they have gone quiet. Many thanks.",Medium,calm,2
